"","dataset","sampleID","G.check","XIST_214218_s_at_8687","XIST_221728_x_at_1196","KDM5D_206700_s_at_16058","RPS4Y1_201909_at_20847","G.kmean","KMvsGEO","medianFemale","medianMale","medianF_M","G.medianF_M","Kmean.Median"
"GSE14814_Biomat_4","GSE14814","GSE14814_Biomat_4","male",3.16663300696644,4.8910886936286,6.79903027062183,10.3710844928819,"male","male",4.02886085029752,8.58505738175186,-4.55619653145435,"male","male"
"GSE14814_Biomat_40","GSE14814","GSE14814_Biomat_40","male",3.36592827192962,5.00550094777233,5.53532504790985,8.9769944370069,"male","male",4.18571460985097,7.25615974245837,-3.0704451326074,"male","male"
"GSE14814_Biomat_41","GSE14814","GSE14814_Biomat_41","female",5.19211947055827,7.20887874243555,5.19488903451131,5.85175679329169,"female","female",6.20049910649691,5.5233229139015,0.677176192595409,"female","female"
"GSE14814_Biomat_42","GSE14814","GSE14814_Biomat_42","male",3.09137155215619,4.61269933188063,5.88755179628485,9.52019094329655,"male","male",3.85203544201841,7.7038713697907,-3.85183592777229,"male","male"
"GSE14814_Biomat_43","GSE14814","GSE14814_Biomat_43","male",3.26126913043584,5.13993398713947,5.65884726036813,7.9771917510582,"male","male",4.20060155878766,6.81801950571317,-2.61741794692551,"male","male"
"GSE14814_Biomat_44","GSE14814","GSE14814_Biomat_44","male",3.56272803735078,4.6008613154862,5.16157307935628,10.4527148929639,"male","male",4.08179467641849,7.80714398616009,-3.7253493097416,"male","male"
"GSE14814_Biomat_45","GSE14814","GSE14814_Biomat_45","male",3.65624722006322,5.13223938988379,6.38048454599498,8.8694152753089,"male","male",4.39424330497351,7.62494991065194,-3.23070660567843,"male","male"
"GSE14814_Biomat_46","GSE14814","GSE14814_Biomat_46","male",3.30728830798713,4.88174837761588,6.19555960371374,11.2466255110748,"male","male",4.09451834280151,8.72109255739427,-4.62657421459276,"male","male"
"GSE14814_Biomat_47","GSE14814","GSE14814_Biomat_47","male",3.45529294248721,5.03887379701816,6.93612596730501,10.2887166498864,"male","male",4.24708336975269,8.6124213085957,-4.36533793884302,"male","male"
"GSE14814_Biomat_48","GSE14814","GSE14814_Biomat_48","female",5.44115934731226,7.81180448281687,5.10407210870988,5.97380925975851,"female","female",6.62648191506456,5.53894068423419,1.08754123083037,"female","female"
"GSE14814_Biomat_49","GSE14814","GSE14814_Biomat_49","male",3.47690433902549,5.15229707005183,5.38594998652388,9.30527624025138,"male","male",4.31460070453866,7.34561311338763,-3.03101240884897,"male","male"
"GSE14814_Biomat_5","GSE14814","GSE14814_Biomat_5","male",3.19996053752513,4.62877676311062,6.10413736244991,9.17148002748116,"male","male",3.91436865031788,7.63780869496553,-3.72344004464766,"male","male"
"GSE14814_Biomat_50","GSE14814","GSE14814_Biomat_50","male",3.51263440787366,5.17084336449565,5.39616392386911,10.7572185825892,"male","male",4.34173888618465,8.07669125322916,-3.7349523670445,"male","male"
"GSE14814_Biomat_51","GSE14814","GSE14814_Biomat_51","female",5.60642275097132,7.33600476366347,5.02950192946065,5.93379756767689,"female","female",6.4712137573174,5.48164974856877,0.989564008748625,"female","female"
"GSE14814_Biomat_52","GSE14814","GSE14814_Biomat_52","male",3.15352173449892,4.85406099828232,5.4495393416599,9.8283414368687,"male","male",4.00379136639062,7.6389403892643,-3.63514902287368,"male","male"
"GSE14814_Biomat_53","GSE14814","GSE14814_Biomat_53","male",3.2553129340629,4.64833844527845,5.40311135023797,8.06090654924752,"male","male",3.95182568967068,6.73200894974275,-2.78018326007207,"male","male"
"GSE14814_Biomat_54","GSE14814","GSE14814_Biomat_54","male",3.30675324097842,4.66016812135181,6.5779457274629,9.71084184982271,"male","male",3.98346068116511,8.14439378864281,-4.16093310747769,"male","male"
"GSE14814_Biomat_55","GSE14814","GSE14814_Biomat_55","male",3.3231918301847,4.73290980266361,6.16547144596127,9.39962023135402,"male","male",4.02805081642416,7.78254583865764,-3.75449502223349,"male","male"
"GSE14814_Biomat_56","GSE14814","GSE14814_Biomat_56","male",3.36712674805333,4.82001603737781,5.7566395968835,9.63881902163037,"male","male",4.09357139271557,7.69772930925694,-3.60415791654137,"male","male"
"GSE14814_Biomat_57","GSE14814","GSE14814_Biomat_57","male",3.74392104896544,5.25644619515638,5.74630636293442,8.96100188257689,"male","male",4.50018362206091,7.35365412275566,-2.85347050069474,"male","male"
"GSE14814_Biomat_58","GSE14814","GSE14814_Biomat_58","male",3.44517415496743,4.79155889108665,5.86190258714523,10.4972908779313,"male","male",4.11836652302704,8.17959673253826,-4.06123020951122,"male","male"
"GSE14814_Biomat_59","GSE14814","GSE14814_Biomat_59","male",3.65439251444083,5.2217272974909,5.86261380070773,10.0591153285548,"male","male",4.43805990596586,7.96086456463127,-3.5228046586654,"male","male"
"GSE14814_Biomat_6","GSE14814","GSE14814_Biomat_6","male",2.98678426269805,4.77569532103235,6.15478261384653,10.249768753112,"male","male",3.8812397918652,8.20227568347926,-4.32103589161406,"male","male"
"GSE14814_Biomat_60","GSE14814","GSE14814_Biomat_60","male",3.30266109676044,5.20101905961083,5.98466351943371,10.1781638237562,"male","male",4.25184007818564,8.08141367159496,-3.82957359340932,"male","male"
"GSE14814_Biomat_61","GSE14814","GSE14814_Biomat_61","male",3.32694340284131,4.97238634106771,5.60708849578799,8.75771241297354,"male","male",4.14966487195451,7.18240045438077,-3.03273558242626,"male","male"
"GSE14814_Biomat_62","GSE14814","GSE14814_Biomat_62","female",4.39396629932764,6.4551445337926,5.47475935171115,6.05459095961788,"female","female",5.42455541656012,5.76467515566451,-0.340119739104395,"male","disagree"
"GSE14814_Biomat_63","GSE14814","GSE14814_Biomat_63","male",3.37401739841816,4.88069225311411,5.34554922706797,8.29883687915145,"male","male",4.12735482576613,6.82219305310971,-2.69483822734357,"male","male"
"GSE14814_Biomat_64","GSE14814","GSE14814_Biomat_64","male",3.45467639379132,5.08687189295785,6.63273336684819,10.0084226902928,"male","male",4.27077414337459,8.32057802857049,-4.04980388519591,"male","male"
"GSE14814_Biomat_65","GSE14814","GSE14814_Biomat_65","male",3.4851999541217,5.08370787728536,6.78980716464789,10.5419567529194,"male","male",4.28445391570353,8.66588195878365,-4.38142804308012,"male","male"
"GSE14814_Biomat_66","GSE14814","GSE14814_Biomat_66","male",3.15275297914089,4.90698974045308,6.33916537166246,10.0591153285548,"male","male",4.02987135979699,8.19914035010863,-4.16926899031164,"male","male"
"GSE14814_Biomat_67","GSE14814","GSE14814_Biomat_67","male",3.14607786434209,4.74650920711007,5.17684019312899,11.9618042649146,"male","male",3.94629353572608,8.56932222902179,-4.62302869329571,"male","male"
"GSE14814_Biomat_68","GSE14814","GSE14814_Biomat_68","female",6.00074296863828,9.03104030245847,4.96563693974214,5.92651602666699,"female","female",7.51589163554837,5.44607648320456,2.06981515234381,"female","female"
"GSE14814_Biomat_69","GSE14814","GSE14814_Biomat_69","male",3.16197042151576,4.75608062328076,6.48403441455281,9.99038879392349,"male","male",3.95902552239826,8.23721160423815,-4.27818608183989,"male","male"
"GSE14814_Biomat_7","GSE14814","GSE14814_Biomat_7","male",3.22130868525392,4.75701887943243,5.78226783658797,8.95529775596796,"male","male",3.98916378234318,7.36878279627796,-3.37961901393479,"male","male"
"GSE14814_Biomat_70","GSE14814","GSE14814_Biomat_70","female",4.98525998821355,6.93213207360345,5.03527715408537,6.128785897303,"female","female",5.9586960309085,5.58203152569418,0.376664505214316,"female","female"
"GSE14814_Biomat_71","GSE14814","GSE14814_Biomat_71","female",4.52757666698983,6.38250738520802,5.23886282730533,5.59237890237763,"female","female",5.45504202609892,5.41562086484148,0.0394211612574447,"female","female"
"GSE14814_Biomat_72","GSE14814","GSE14814_Biomat_72","female",4.57809195061565,6.33375011634964,4.93154915387327,6.217814103515,"female","female",5.45592103348265,5.57468162869413,-0.11876059521149,"male","disagree"
"GSE14814_Biomat_73","GSE14814","GSE14814_Biomat_73","male",3.21270474261792,4.98131461307371,5.60290639226531,8.90897581252211,"male","male",4.09700967784581,7.25594110239371,-3.15893142454789,"male","male"
"GSE14814_Biomat_74","GSE14814","GSE14814_Biomat_74","male",3.49682217850128,5.22944918249499,5.77206248342325,8.27068404489049,"male","male",4.36313568049813,7.02137326415687,-2.65823758365874,"male","male"
"GSE14814_Biomat_75","GSE14814","GSE14814_Biomat_75","male",3.44355156535515,4.90864608800279,6.90777271946548,10.6200448133285,"male","male",4.17609882667897,8.76390876639699,-4.58780993971802,"male","male"
"GSE14814_Biomat_76","GSE14814","GSE14814_Biomat_76","male",3.4738676373819,5.19262235525513,5.88582113857466,8.33143190065595,"male","male",4.33324499631852,7.1086265196153,-2.77538152329679,"male","male"
"GSE14814_Biomat_77","GSE14814","GSE14814_Biomat_77","male",3.1739112998431,4.89378205212648,5.69279130515193,9.92862262700379,"male","male",4.03384667598479,7.81070696607786,-3.77686029009307,"male","male"
"GSE14814_Biomat_78","GSE14814","GSE14814_Biomat_78","female",4.66965527164165,6.35938160228308,5.05220501139643,6.32324255298167,"female","female",5.51451843696237,5.68772378218905,-0.173205345226684,"male","disagree"
"GSE14814_Biomat_79","GSE14814","GSE14814_Biomat_79","male",3.40222318666191,4.65664084186998,5.50394767153943,8.36610155310213,"male","male",4.02943201426594,6.93502461232078,-2.90559259805484,"male","male"
"GSE14814_Biomat_8","GSE14814","GSE14814_Biomat_8","male",3.21234931520365,4.84739926300515,5.34254393205771,8.41180696500827,"male","male",4.0298742891044,6.87717544853299,-2.84730115942859,"male","male"
"GSE14814_Biomat_80","GSE14814","GSE14814_Biomat_80","male",3.44260534248022,4.94238228070321,5.79267752426119,10.3311597604622,"male","male",4.19249381159172,8.06191864236169,-3.86942483076998,"male","male"
"GSE14814_Biomat_81","GSE14814","GSE14814_Biomat_81","female",4.44399348506908,5.94130976383867,5.10049808210645,5.86577405721254,"female","female",5.19265162445387,5.48313606965949,-0.290484445205619,"male","disagree"
"GSE14814_Biomat_82","GSE14814","GSE14814_Biomat_82","male",3.69478464219305,5.15616406998363,6.63489147544887,9.92808632889402,"male","male",4.42547435608834,8.28148890217144,-3.8560145460831,"male","male"
"GSE14814_Biomat_83","GSE14814","GSE14814_Biomat_83","female",4.86290140081684,7.4591247170088,5.05392749711044,5.71367923184651,"female","female",6.16101305891282,5.38380336447847,0.777209694434346,"female","female"
"GSE14814_Biomat_84","GSE14814","GSE14814_Biomat_84","male",3.29314593743282,5.22427950891222,7.07798262537053,10.4862099544954,"male","male",4.25871272317252,8.78209628993297,-4.52338356676045,"male","male"
"GSE14814_Biomat_85","GSE14814","GSE14814_Biomat_85","female",5.54646064281735,7.87944995728106,4.83481880379421,5.8934083127905,"female","female",6.71295530004921,5.36411355829236,1.34884174175685,"female","female"
"GSE14814_Biomat_86","GSE14814","GSE14814_Biomat_86","male",4.18657318267634,5.7446716453299,6.20305355513249,9.65104285363075,"male","male",4.96562241400312,7.92704820438162,-2.9614257903785,"male","male"
"GSE14814_Biomat_87","GSE14814","GSE14814_Biomat_87","male",3.12530494513477,4.8452834036401,6.99271453105457,10.3501362994128,"male","male",3.98529417438743,8.67142541523368,-4.68613124084625,"male","male"
"GSE14814_Biomat_88","GSE14814","GSE14814_Biomat_88","female",4.56019439808615,6.8805955238717,5.59549040439356,6.18356758183089,"female","female",5.72039496097893,5.88952899311223,-0.1691340321333,"male","disagree"
"GSE14814_Biomat_89","GSE14814","GSE14814_Biomat_89","female",5.87000147298557,8.21734051650145,4.58976761660055,5.49740787492891,"female","female",7.04367099474351,5.04358774576473,2.00008324897878,"female","female"
"GSE14814_Biomat_9","GSE14814","GSE14814_Biomat_9","male",3.17392388047934,4.64650090482226,5.94581348280736,9.83626468368702,"male","male",3.9102123926508,7.89103908324719,-3.98082669059639,"male","male"
"GSE14814_Biomat_90","GSE14814","GSE14814_Biomat_90","male",3.10181405717126,4.87279926317774,6.38576704326303,10.6969049553871,"male","male",3.9873066601745,8.54133599932506,-4.55402933915056,"male","male"
"GSE20164_Biomat_1","GSE20164","GSE20164_Biomat_1","male",5.72242500476354,5.3534226369443,6.83270023711126,9.38193778233665,"male","male",5.53792382085392,8.10731900972396,-2.56939518887004,"male","male"
"GSE20164_Biomat_10","GSE20164","GSE20164_Biomat_10","female",7.72691203452552,9.26214114573942,5.55914238725287,6.60307342493501,"female","female",8.49452659013247,6.08110790609394,2.41341868403853,"female","female"
"GSE20164_Biomat_11","GSE20164","GSE20164_Biomat_11","male",5.52309854201238,5.35417246056131,7.32266909262481,9.41259269575532,"male","male",5.43863550128684,8.36763089419006,-2.92899539290322,"male","male"
"GSE20164_Biomat_2","GSE20164","GSE20164_Biomat_2","female",8.64876917633431,9.81947114331812,5.90680030330324,6.77389269314789,"female","female",9.23412015982622,6.34034649822557,2.89377366160065,"female","female"
"GSE20164_Biomat_3","GSE20164","GSE20164_Biomat_3","female",8.10304324777237,9.1219712611281,5.81885565193265,6.34362021681077,"female","female",8.61250725445024,6.08123793437171,2.53126932007853,"female","female"
"GSE20164_Biomat_4","GSE20164","GSE20164_Biomat_4","female",9.00236171114446,9.76263191106877,5.75165285550694,6.22435476360289,"female","female",9.38249681110661,5.98800380955491,3.3944930015517,"female","female"
"GSE20164_Biomat_5","GSE20164","GSE20164_Biomat_5","female",7.85256848844884,8.79452218595453,6.06708514992384,6.42202086459377,"female","female",8.32354533720169,6.2445530072588,2.07899232994288,"female","female"
"GSE20164_Biomat_6","GSE20164","GSE20164_Biomat_6","male",5.22268583998584,5.12132252675242,6.46464707647029,9.7780964230103,"male","male",5.17200418336913,8.12137174974029,-2.94936756637116,"male","male"
"GSE20164_Biomat_7","GSE20164","GSE20164_Biomat_7","male",5.13101499120933,5.15773750026747,6.67158751180907,8.89816407632604,"male","male",5.1443762457384,7.78487579406756,-2.64049954832916,"male","male"
"GSE20164_Biomat_8","GSE20164","GSE20164_Biomat_8","female",8.70028416005026,10.0422836918248,5.84741785461306,6.59961949981787,"female","female",9.37128392593753,6.22351867721547,3.14776524872206,"female","female"
"GSE20164_Biomat_9","GSE20164","GSE20164_Biomat_9","male",4.99779169162168,4.99575578130634,7.04544602149618,9.45976440150997,"male","male",4.99677373646401,8.25260521150308,-3.25583147503907,"male","male"
"GSE20168_Biomat_1","GSE20168","GSE20168_Biomat_1","male",6.88633885759296,8.29321719093916,10.1614090554044,11.4554955124546,"male","male",7.58977802426606,10.8084522839295,-3.21867425966344,"male","male"
"GSE20168_Biomat_10","GSE20168","GSE20168_Biomat_10","female",11.4678421823082,12.5663178794717,5.5302636419546,7.69900976637576,"female","female",12.01708003089,6.61463670416518,5.40244332672478,"female","female"
"GSE20168_Biomat_11","GSE20168","GSE20168_Biomat_11","male",6.99489125697537,7.23678609075264,9.83828240846901,12.4128095864488,"male","male",7.11583867386401,11.1255459974589,-4.00970732359489,"male","male"
"GSE20168_Biomat_12","GSE20168","GSE20168_Biomat_12","male",6.27670164984477,7.28415768002433,9.96854169835433,11.1209441454057,"male","male",6.78042966493455,10.54474292188,-3.76431325694546,"male","male"
"GSE20168_Biomat_13","GSE20168","GSE20168_Biomat_13","female",11.2396449947296,11.5931819967921,5.4171988973224,5.89478646232732,"female","female",11.4164134957608,5.65599267982486,5.76042081593598,"female","female"
"GSE20168_Biomat_14","GSE20168","GSE20168_Biomat_14","male",6.9538965286749,7.8730408062455,9.03884584700524,11.9429125333167,"male","male",7.4134686674602,10.490879190161,-3.07741052270076,"male","male"
"GSE20168_Biomat_15","GSE20168","GSE20168_Biomat_15","male",7.28255788491364,7.27449511586015,9.79959050958207,11.5105485580877,"male","male",7.27852650038689,10.6550695338349,-3.37654303344799,"male","male"
"GSE20168_Biomat_16","GSE20168","GSE20168_Biomat_16","male",7.31536932985613,7.61520827739431,10.6970396855179,10.3625648612943,"male","male",7.46528880362522,10.5298022734061,-3.06451346978084,"male","male"
"GSE20168_Biomat_17","GSE20168","GSE20168_Biomat_17","female",11.0433446705963,11.1458451315803,5.98463629884278,7.54016538486575,"female","female",11.0945949010883,6.76240084185426,4.33219405923403,"female","female"
"GSE20168_Biomat_18","GSE20168","GSE20168_Biomat_18","male",6.59237557898844,7.13485749293546,9.23678090245687,11.626708615714,"male","male",6.86361653596195,10.4317447590855,-3.56812822312351,"male","male"
"GSE20168_Biomat_19","GSE20168","GSE20168_Biomat_19","female",11.3148269598665,12.2363462983353,4.65614859520868,5.71591449744773,"female","female",11.7755866291009,5.18603154632821,6.58955508277268,"female","female"
"GSE20168_Biomat_2","GSE20168","GSE20168_Biomat_2","male",7.37356253368061,6.74735378878647,9.97407106250638,11.4789791567011,"male","male",7.06045816123354,10.7265251096038,-3.66606694837022,"male","male"
"GSE20168_Biomat_20","GSE20168","GSE20168_Biomat_20","male",6.73838594937132,7.6358339643418,9.57041681567767,11.8903187507791,"male","male",7.18710995685656,10.7303677832284,-3.54325782637182,"male","male"
