"","dataset","sampleID","G.check","XIST_214218_s_at_8687","XIST_221728_x_at_1196","KDM5D_206700_s_at_16058","RPS4Y1_201909_at_20847","G.kmean","KMvsGEO","medianFemale","medianMale","medianF_M","G.medianF_M","Kmean.Median"
"GSE7638_bioMaterial_69","GSE7638","GSE7638_bioMaterial_69","male",2.6481276175125,2.93831776801875,5.98571316933125,10.9789286594375,"male","male",2.79322269276562,8.48232091438437,-5.68909822161875,"male","male"
"GSE7638_bioMaterial_7","GSE7638","GSE7638_bioMaterial_7","male",2.74092283849375,3.145764923,5.24151476085,10.12416350575,"male","male",2.94334388074688,7.6828391333,-4.73949525255312,"male","male"
"GSE7638_bioMaterial_70","GSE7638","GSE7638_bioMaterial_70","male",2.9078105473,3.1030473127875,7.33709626600625,11.0811700818125,"male","male",3.00542893004375,9.20913317390938,-6.20370424386563,"male","male"
"GSE7638_bioMaterial_71","GSE7638","GSE7638_bioMaterial_71","male",2.71279507909375,3.54669785075,5.97100577365,11.2996477316875,"male","male",3.12974646492188,8.63532675266875,-5.50558028774687,"male","male"
"GSE7638_bioMaterial_72","GSE7638","GSE7638_bioMaterial_72","female",7.3416999670125,6.5656240998,3.54054994194375,4.1060054711,"female","female",6.95366203340625,3.82327770652187,3.13038432688437,"female","female"
"GSE7638_bioMaterial_73","GSE7638","GSE7638_bioMaterial_73","female",6.6216803327375,6.79364057458125,3.7090441439375,4.403662549925,"female","female",6.70766045365938,4.05635334693125,2.65130710672813,"female","female"
"GSE7638_bioMaterial_74","GSE7638","GSE7638_bioMaterial_74","male",6.5309043074125,6.87521404281562,7.09190471990625,10.706433838,"male","male",6.70305917511406,8.89916927895312,-2.19611010383906,"male","male"
"GSE7638_bioMaterial_75","GSE7638","GSE7638_bioMaterial_75","female",7.67229018929062,7.669486205475,3.22473500298125,4.337524990325,"female","female",7.67088819738281,3.78112999665312,3.88975820072969,"female","female"
"GSE7638_bioMaterial_76","GSE7638","GSE7638_bioMaterial_76","male",2.667973399825,3.12315829466875,7.26672959065,10.988654368375,"male","male",2.89556584724687,9.1276919795125,-6.23212613226563,"male","male"
"GSE7638_bioMaterial_77","GSE7638","GSE7638_bioMaterial_77","female",7.0804724177125,7.55493396924375,3.4979511106125,4.239399535325,"female","female",7.31770319347812,3.86867532296875,3.44902787050937,"female","female"
"GSE7638_bioMaterial_78","GSE7638","GSE7638_bioMaterial_78","male",2.62742619073125,3.0905793874125,7.4316050752875,11.390434502875,"male","male",2.85900278907187,9.41101978908125,-6.55201700000937,"male","male"
"GSE7638_bioMaterial_79","GSE7638","GSE7638_bioMaterial_79","male",3.01071510961875,3.29336101064375,6.80377578055,10.877340843,"male","male",3.15203806013125,8.840558311775,-5.68852025164375,"male","male"
"GSE7638_bioMaterial_8","GSE7638","GSE7638_bioMaterial_8","female",4.0018335555125,4.26627136285625,3.62237674945625,4.08442047249375,"female","female",4.13405245918437,3.853398610975,0.280653848209375,"female","female"
"GSE7638_bioMaterial_80","GSE7638","GSE7638_bioMaterial_80","male",2.82587979430625,3.0054132443875,7.47100165795,11.3951028310625,"male","male",2.91564651934688,9.43305224450625,-6.51740572515937,"male","male"
"GSE7638_bioMaterial_81","GSE7638","GSE7638_bioMaterial_81","male",2.617770631875,3.1451755302125,7.00079792960625,11.4250331344375,"male","male",2.88147308104375,9.21291553202187,-6.33144245097812,"male","male"
"GSE7638_bioMaterial_82","GSE7638","GSE7638_bioMaterial_82","male",2.67901023054375,3.251752682975,7.1760003525625,11.0332542625,"male","male",2.96538145675938,9.10462730753125,-6.13924585077187,"male","male"
"GSE7638_bioMaterial_83","GSE7638","GSE7638_bioMaterial_83","male",2.8534238911125,3.07719144638125,7.77145337021875,11.0885642805,"male","male",2.96530766874687,9.43000882535937,-6.4647011566125,"male","male"
"GSE7638_bioMaterial_84","GSE7638","GSE7638_bioMaterial_84","male",2.86160377768125,3.022227996125,7.23430120092188,11.151509794375,"male","male",2.94191588690312,9.19290549764844,-6.25098961074531,"male","male"
"GSE7638_bioMaterial_85","GSE7638","GSE7638_bioMaterial_85","male",2.7852171101625,3.12427955765625,7.25118418913124,11.2050547033125,"male","male",2.95474833390938,9.22811944622187,-6.27337111231249,"male","male"
"GSE7638_bioMaterial_86","GSE7638","GSE7638_bioMaterial_86","male",2.88763728489375,3.19180412079375,7.32127315344375,11.2921643459375,"male","male",3.03972070284375,9.30671874969062,-6.26699804684687,"male","male"
"GSE7638_bioMaterial_87","GSE7638","GSE7638_bioMaterial_87","male",2.71129463804375,3.0564441725,6.58504423099375,11.1333912088125,"male","male",2.88386940527187,8.85921771990312,-5.97534831463125,"male","male"
"GSE7638_bioMaterial_88","GSE7638","GSE7638_bioMaterial_88","male",2.8195758572625,3.0391933009625,7.4835068223375,11.2570890410625,"male","male",2.9293845791125,9.3702979317,-6.4409133525875,"male","male"
"GSE7638_bioMaterial_89","GSE7638","GSE7638_bioMaterial_89","male",2.9051409645625,3.127661894975,7.44845225869375,11.2956591795,"male","male",3.01640142976875,9.37205571909687,-6.35565428932812,"male","male"
"GSE7638_bioMaterial_9","GSE7638","GSE7638_bioMaterial_9","male",7.1773654526875,7.37847011261562,3.42862511938125,4.5469355654625,"female","disagree",7.27791778265156,3.98778034242188,3.29013744022968,"female","female"
"GSE7638_bioMaterial_90","GSE7638","GSE7638_bioMaterial_90","male",3.0054132443875,3.22366882728125,7.2977869061375,11.141123315,"male","male",3.11454103583438,9.21945511056875,-6.10491407473437,"male","male"
"GSE7638_bioMaterial_91","GSE7638","GSE7638_bioMaterial_91","male",2.91893243685,3.061247467525,7.58941387283125,10.8437719323125,"male","male",2.9900899521875,9.21659290257188,-6.22650295038438,"male","male"
"GSE7638_bioMaterial_92","GSE7638","GSE7638_bioMaterial_92","female",6.703338085525,7.54030533505,3.2752984397,4.870825117975,"female","female",7.1218217102875,4.0730617788375,3.04875993145,"female","female"
"GSE7638_bioMaterial_93","GSE7638","GSE7638_bioMaterial_93","male",2.7518968857875,3.14172930123125,7.0184298891625,11.3611979136875,"male","male",2.94681309350938,9.189813901425,-6.24300080791562,"male","male"
"GSE7638_bioMaterial_94","GSE7638","GSE7638_bioMaterial_94","male",2.84044979544375,3.07445935375,6.9394338769125,11.2647696895,"male","male",2.95745457459688,9.10210178320625,-6.14464720860937,"male","male"
"GSE7638_bioMaterial_95","GSE7638","GSE7638_bioMaterial_95","male",2.7000167444125,3.21337259690625,7.51257921951875,11.2921643459375,"male","male",2.95669467065937,9.40237178272812,-6.44567711206875,"male","male"
"GSE7638_bioMaterial_96","GSE7638","GSE7638_bioMaterial_96","male",2.994200147875,3.224470513025,6.80054548621875,10.3983506318125,"male","male",3.10933533045,8.59944805901563,-5.49011272856563,"male","male"
"GSE7638_bioMaterial_97","GSE7638","GSE7638_bioMaterial_97","male",2.85169407905625,3.06110808846875,7.4508666265875,11.1795848990625,"male","male",2.9564010837625,9.315225762825,-6.3588246790625,"male","male"
"GSE7638_bioMaterial_98","GSE7638","GSE7638_bioMaterial_98","female",7.70973695424375,7.23493890764375,3.3128462511875,4.50722556035625,"female","female",7.47233793094375,3.91003590577187,3.56230202517188,"female","female"
"GSE7638_bioMaterial_99","GSE7638","GSE7638_bioMaterial_99","male",2.81540553435,2.7065572058,4.43393907830312,10.427494452875,"male","male",2.760981370075,7.43071676558906,-4.66973539551406,"male","male"
"GSE8441_bioMaterial_1","GSE8441","GSE8441_bioMaterial_1","female",6.42198855093184,8.13855005788179,5.14028553695171,5.44429240901398,"female","female",7.28026930440681,5.29228897298285,1.98798033142397,"female","female"
"GSE8441_bioMaterial_10","GSE8441","GSE8441_bioMaterial_10","female",6.05333733321653,7.73028241274097,4.98604083844976,5.24304720240045,"female","female",6.89180987297875,5.11454402042511,1.77726585255364,"female","female"
"GSE8441_bioMaterial_11","GSE8441","GSE8441_bioMaterial_11","female",6.42167446611575,7.90707871928055,5.06347851564236,5.2176850883274,"female","female",7.16437659269815,5.14058180198488,2.02379479071327,"female","female"
"GSE8441_bioMaterial_12","GSE8441","GSE8441_bioMaterial_12","male",4.30123328188271,4.45060304943474,5.93968413358525,9.04648449059334,"male","male",4.37591816565872,7.49308431208929,-3.11716614643057,"male","male"
"GSE8441_bioMaterial_13","GSE8441","GSE8441_bioMaterial_13","male",4.27065400202952,4.40810498188905,5.88156783495853,8.85819972984689,"male","male",4.33937949195928,7.36988378240271,-3.03050429044342,"male","male"
"GSE8441_bioMaterial_14","GSE8441","GSE8441_bioMaterial_14","female",6.14697896223055,7.62309709567373,5.02480406037854,5.16762914763195,"female","female",6.88503802895214,5.09621660400525,1.7888214249469,"female","female"
"GSE8441_bioMaterial_15","GSE8441","GSE8441_bioMaterial_15","male",3.97284131763633,4.4539242825632,6.24176347020869,9.03111963385478,"male","male",4.21338280009977,7.63644155203174,-3.42305875193197,"male","male"
"GSE8441_bioMaterial_16","GSE8441","GSE8441_bioMaterial_16","male",4.17372821639209,4.1844087361493,6.40281496310323,8.94440503023914,"male","male",4.17906847627069,7.67360999667119,-3.49454152040049,"male","male"
"GSE8441_bioMaterial_17","GSE8441","GSE8441_bioMaterial_17","female",6.08255146970225,7.89071016966666,5.08182539530451,5.25380612190841,"female","female",6.98663081968446,5.16781575860646,1.81881506107799,"female","female"
"GSE8441_bioMaterial_18","GSE8441","GSE8441_bioMaterial_18","female",6.46183842377056,7.83081205984029,4.98401437782035,5.32472206589799,"female","female",7.14632524180542,5.15436822185917,1.99195701994625,"female","female"
"GSE8441_bioMaterial_19","GSE8441","GSE8441_bioMaterial_19","male",4.13052324781975,4.46157126530685,6.36543289171818,8.88727659678214,"male","male",4.2960472565633,7.62635474425016,-3.33030748768686,"male","male"
"GSE8441_bioMaterial_2","GSE8441","GSE8441_bioMaterial_2","female",6.03078252628018,7.40350455379934,5.26593438868973,5.23970550513589,"female","female",6.71714354003976,5.25281994691281,1.46432359312695,"female","female"
"GSE8441_bioMaterial_20","GSE8441","GSE8441_bioMaterial_20","female",6.12980402883117,7.84243819185241,5.09144211255479,5.27279151073241,"female","female",6.98612111034179,5.1821168116436,1.80400429869819,"female","female"
"GSE8441_bioMaterial_21","GSE8441","GSE8441_bioMaterial_21","male",4.19603038520405,4.27236926531686,6.7843550299097,9.37077567700131,"male","male",4.23419982526046,8.0775653534555,-3.84336552819505,"male","male"
"GSE8441_bioMaterial_22","GSE8441","GSE8441_bioMaterial_22","female",5.70720984702852,7.39667621506359,5.29605197882715,5.46240355884899,"female","female",6.55194303104606,5.37922776883807,1.17271526220798,"female","female"
"GSE8441_bioMaterial_3","GSE8441","GSE8441_bioMaterial_3","male",4.30575897891465,4.49672049776235,6.55968204280314,9.16925306681076,"male","male",4.4012397383385,7.86446755480695,-3.46322781646845,"male","male"
"GSE8441_bioMaterial_4","GSE8441","GSE8441_bioMaterial_4","male",4.31159129615988,4.45967688084187,6.03843549474949,9.17431140812823,"male","male",4.38563408850087,7.60637345143886,-3.22073936293798,"male","male"
"GSE8441_bioMaterial_5","GSE8441","GSE8441_bioMaterial_5","female",6.00400242333867,7.68878193923661,5.07126968052175,5.17687258295873,"female","female",6.84639218128764,5.12407113174024,1.7223210495474,"female","female"
"GSE8441_bioMaterial_6","GSE8441","GSE8441_bioMaterial_6","female",6.53961216317648,7.73368812052056,4.83186270481576,5.09051585256899,"female","female",7.13665014184852,4.96118927869238,2.17546086315614,"female","female"
"GSE8441_bioMaterial_7","GSE8441","GSE8441_bioMaterial_7","female",6.56870710072078,7.85441240778903,5.31740977329307,5.09070419096698,"female","female",7.21155975425491,5.20405698213002,2.00750277212488,"female","female"
"GSE8441_bioMaterial_8","GSE8441","GSE8441_bioMaterial_8","male",4.19162383088596,4.52982124803319,5.83968944904207,9.23182811908132,"male","male",4.36072253945957,7.5357587840617,-3.17503624460212,"male","male"
"GSE8441_bioMaterial_9","GSE8441","GSE8441_bioMaterial_9","male",4.24510515557745,5.21899056628825,6.15056972072649,9.0882723323432,"male","male",4.73204786093285,7.61942102653484,-2.88737316560199,"male","male"
"GSE8970_bioMaterial_1","GSE8970","GSE8970_bioMaterial_1","male",3.96337852941177,5.16690088235294,8.72410558823529,10.7049061764706,"male","male",4.56513970588236,9.71450588235295,-5.14936617647059,"male","male"
"GSE8970_bioMaterial_10","GSE8970","GSE8970_bioMaterial_10","male",4.33341647058823,5.28948117647059,9.23720911764705,11.0347385294118,"male","male",4.81144882352941,10.1359738235294,-5.32452500000002,"male","male"
"GSE8970_bioMaterial_11","GSE8970","GSE8970_bioMaterial_11","male",3.90520676470588,4.91443117647059,9.37906676470588,11.0380641176471,"male","male",4.40981897058824,10.2085654411765,-5.79874647058825,"male","male"
"GSE8970_bioMaterial_12","GSE8970","GSE8970_bioMaterial_12","female",7.47760647058823,8.24440352941176,8.24053058823529,9.37424441176471,"female","female",7.861005,8.8073875,-0.946382500000006,"male","disagree"
"GSE8970_bioMaterial_13","GSE8970","GSE8970_bioMaterial_13","female",9.14798735294117,10.5320873529412,5.95878852941176,5.57917117647059,"female","female",9.84003735294118,5.76897985294118,4.07105750000001,"female","female"
"GSE8970_bioMaterial_14","GSE8970","GSE8970_bioMaterial_14","male",4.41569323529412,5.16777617647059,8.99382,10.4595591176471,"male","male",4.79173470588236,9.72668955882355,-4.93495485294119,"male","male"
"GSE8970_bioMaterial_15","GSE8970","GSE8970_bioMaterial_15","female",8.9859705882353,10.1385185294118,5.07864617647059,5.87381911764706,"female","female",9.56224455882355,5.47623264705883,4.08601191176473,"female","female"
"GSE8970_bioMaterial_16","GSE8970","GSE8970_bioMaterial_16","male",4.19014176470588,4.88305382352941,9.68998294117647,10.1945541176471,"male","male",4.53659779411764,9.94226852941178,-5.40567073529414,"male","male"
"GSE8970_bioMaterial_17","GSE8970","GSE8970_bioMaterial_17","female",8.8066155882353,9.45674794117647,5.88523735294118,6.42029117647059,"female","female",9.13168176470588,6.15276426470589,2.9789175,"female","female"
"GSE8970_bioMaterial_18","GSE8970","GSE8970_bioMaterial_18","male",4.70779470588236,6.06929705882353,9.40233029411764,11.3439711764706,"male","male",5.38854588235295,10.3731507352941,-4.98460485294117,"male","male"
"GSE8970_bioMaterial_19","GSE8970","GSE8970_bioMaterial_19","female",10.1032002941176,11.1312879411765,6.24111147058824,6.13763382352941,"female","female",10.6172441176471,6.18937264705882,4.42787147058823,"female","female"
"GSE8970_bioMaterial_2","GSE8970","GSE8970_bioMaterial_2","female",7.38582823529412,8.49680647058823,5.83284058823529,6.35574470588235,"female","female",7.94131735294117,6.09429264705882,1.84702470588235,"female","female"
"GSE8970_bioMaterial_20","GSE8970","GSE8970_bioMaterial_20","male",4.33219176470588,5.81176852941177,10.7667870588235,10.9092017647059,"male","male",5.07198014705883,10.8379944117647,-5.76601426470588,"male","male"
"GSE8970_bioMaterial_21","GSE8970","GSE8970_bioMaterial_21","male",4.18260294117647,4.96559411764706,10.1876876470588,10.6883705882353,"male","male",4.57409852941177,10.438029117647,-5.86393058823528,"male","male"
"GSE8970_bioMaterial_22","GSE8970","GSE8970_bioMaterial_22","male",5.40268117647059,6.91474411764706,8.20915588235294,9.77766058823529,"male","male",6.15871264705883,8.99340823529412,-2.83469558823529,"male","male"
"GSE8970_bioMaterial_23","GSE8970","GSE8970_bioMaterial_23","female",7.42079529411765,8.76666029411765,6.94454117647059,7.49011411764706,"female","female",8.09372779411765,7.21732764705883,0.876400147058824,"female","female"
"GSE8970_bioMaterial_24","GSE8970","GSE8970_bioMaterial_24","female",8.73613147058823,11.3388417647059,5.23716352941177,6.67063,"female","female",10.0374866176471,5.95389676470588,4.08358985294118,"female","female"
"GSE8970_bioMaterial_25","GSE8970","GSE8970_bioMaterial_25","male",4.49902058823529,5.70064941176471,9.15553411764706,11.6031852941176,"male","male",5.099835,10.3793597058823,-5.27952470588233,"male","male"
"GSE8970_bioMaterial_26","GSE8970","GSE8970_bioMaterial_26","female",8.82878911764706,9.864515,5.43997823529412,5.64679882352941,"female","female",9.34665205882353,5.54338852941177,3.80326352941176,"female","female"
"GSE8970_bioMaterial_27","GSE8970","GSE8970_bioMaterial_27","female",4.16107941176471,4.75076382352941,9.08450029411765,10.6566955882353,"male","disagree",4.45592161764706,9.87059794117647,-5.41467632352941,"male","male"
"GSE8970_bioMaterial_28","GSE8970","GSE8970_bioMaterial_28","male",4.07104558823529,4.91325647058823,8.67604411764706,10.7437423529412,"male","male",4.49215102941176,9.70989323529413,-5.21774220588237,"male","male"
"GSE8970_bioMaterial_29","GSE8970","GSE8970_bioMaterial_29","male",8.26093470588235,8.91477294117647,8.13552294117647,9.31246529411765,"female","disagree",8.58785382352941,8.72399411764706,-0.136140294117649,"male","disagree"
"GSE8970_bioMaterial_3","GSE8970","GSE8970_bioMaterial_3","male",3.88464,5.21146264705882,10.0066594117647,10.9989173529412,"male","male",4.54805132352941,10.5027883823529,-5.95473705882354,"male","male"
"GSE8970_bioMaterial_30","GSE8970","GSE8970_bioMaterial_30","male",4.40850955882353,5.74593705882353,9.30337882352941,11.2377285294118,"male","male",5.07722330882353,10.2705536764706,-5.19333036764708,"male","male"
"GSE8970_bioMaterial_31","GSE8970","GSE8970_bioMaterial_31","male",4.20714,5.01280411764706,9.82925205882353,11.2124852941176,"male","male",4.60997205882353,10.5208686764706,-5.91089661764704,"male","male"
"GSE8970_bioMaterial_32","GSE8970","GSE8970_bioMaterial_32","male",10.3918891176471,12.2939908823529,9.19958823529412,8.63318235294118,"female","disagree",11.34294,8.91638529411765,2.42655470588235,"female","female"
"GSE8970_bioMaterial_33","GSE8970","GSE8970_bioMaterial_33","male",4.06224882352941,5.41261852941177,8.9221,10.6069441176471,"male","male",4.73743367647059,9.76452205882355,-5.02708838235296,"male","male"
"GSE8970_bioMaterial_34","GSE8970","GSE8970_bioMaterial_34","female",8.59298588235294,9.93281294117647,5.64659,6.15210911764706,"female","female",9.2628994117647,5.89934955882353,3.36354985294117,"female","female"
"GSE8970_bioMaterial_4","GSE8970","GSE8970_bioMaterial_4","male",4.17681911764706,4.91671970588235,8.98361705882353,11.0187255882353,"male","male",4.54676941176471,10.0011713235294,-5.45440191176471,"male","male"
"GSE8970_bioMaterial_5","GSE8970","GSE8970_bioMaterial_5","male",4.12100411764706,5.11628558823529,8.79368764705882,11.1663738235294,"male","male",4.61864485294118,9.98003073529411,-5.36138588235293,"male","male"
"GSE8970_bioMaterial_6","GSE8970","GSE8970_bioMaterial_6","male",4.18478882352941,4.57326264705882,9.76767705882353,11.0314247058824,"male","male",4.37902573529411,10.399550882353,-6.02052514705885,"male","male"
"GSE8970_bioMaterial_7","GSE8970","GSE8970_bioMaterial_7","male",3.89549470588235,4.91325647058823,10.5591367647059,10.417955,"male","male",4.40437558823529,10.4885458823529,-6.08417029411766,"male","male"
"GSE8970_bioMaterial_8","GSE8970","GSE8970_bioMaterial_8","male",4.41651382352941,5.34584264705882,9.25461941176471,11.1312879411765,"male","male",4.88117823529412,10.1929536764706,-5.31177544117649,"male","male"
"GSE8970_bioMaterial_9","GSE8970","GSE8970_bioMaterial_9","male",4.04606911764706,5.50105117647059,9.35784264705882,8.81593058823529,"male","male",4.77356014705883,9.08688661764706,-4.31332647058823,"male","male"
"kato_A-1","stanley_kato","kato_A-1","male",3.408671786,4.081825385,8.340613721,9.441586094,"male","male",3.7452485855,8.8910999075,-5.145851322,"male","male"
"kato_A-10","stanley_kato","kato_A-10","male",3.123550656,4.162921139,8.446619671,9.899388741,"male","male",3.6432358975,9.173004206,-5.5297683085,"male","male"
"kato_A-100","stanley_kato","kato_A-100","female",7.947219381,10.49103532,5.252565958,5.44956818,"female","female",9.2191273505,5.351067069,3.8680602815,"female","female"
"kato_A-101","stanley_kato","kato_A-101","male",3.225562612,4.250659829,8.688772545,9.406933726,"male","male",3.7381112205,9.0478531355,-5.309741915,"male","male"
"kato_A-102","stanley_kato","kato_A-102","male",3.140074464,4.147375902,8.212281459,9.524127039,"male","male",3.643725183,8.868204249,-5.224479066,"male","male"
"kato_A-103","stanley_kato","kato_A-103","male",3.354441346,4.269249676,8.186923485,9.304750825,"male","male",3.811845511,8.745837155,-4.933991644,"male","male"
"kato_A-104","stanley_kato","kato_A-104","male",3.54769405,4.953423502,7.864052566,9.442022066,"male","male",4.250558776,8.653037316,-4.40247854,"male","male"
"kato_A-105","stanley_kato","kato_A-105","female",8.319891043,10.78526074,5.282955893,4.756321366,"female","female",9.5525758915,5.0196386295,4.532937262,"female","female"
"kato_A-11","stanley_kato","kato_A-11","male",3.034704473,4.083914832,8.35370221,9.948250641,"male","male",3.5593096525,9.1509764255,-5.591666773,"male","male"
"kato_A-12","stanley_kato","kato_A-12","male",3.177137705,4.4317793,8.068882765,9.657755841,"male","male",3.8044585025,8.863319303,-5.0588608005,"male","male"
"kato_A-13","stanley_kato","kato_A-13","female",7.532369043,9.745708167,5.308761489,5.956808004,"female","female",8.639038605,5.6327847465,3.0062538585,"female","female"
"kato_A-14","stanley_kato","kato_A-14","female",7.820454257,9.996454078,5.008519824,5.108256603,"female","female",8.9084541675,5.0583882135,3.850065954,"female","female"
"kato_A-15","stanley_kato","kato_A-15","female",7.88051449,10.04679715,5.006814251,5.151923608,"female","female",8.96365582,5.0793689295,3.8842868905,"female","female"
"kato_A-16","stanley_kato","kato_A-16","male",3.179935733,4.346167851,8.226328407,9.630815073,"male","male",3.763051792,8.92857174,-5.165519948,"male","male"
"kato_A-17","stanley_kato","kato_A-17","female",7.725901913,9.838827332,5.221033399,4.996614785,"female","female",8.7823646225,5.108824092,3.6735405305,"female","female"
"kato_A-18","stanley_kato","kato_A-18","male",3.13582559,4.211753453,8.388288057,9.660097662,"male","male",3.6737895215,9.0241928595,-5.350403338,"male","male"
"kato_A-19","stanley_kato","kato_A-19","male",3.365091905,4.695852068,8.123816971,9.758445969,"male","male",4.0304719865,8.94113147,-4.9106594835,"male","male"
"kato_A-2","stanley_kato","kato_A-2","male",3.341177553,4.238262816,8.230910843,9.670371657,"male","male",3.7897201845,8.95064125,-5.1609210655,"male","male"
"kato_A-20","stanley_kato","kato_A-20","female",7.234251917,8.90331442,5.09450966,5.022582526,"female","female",8.0687831685,5.058546093,3.0102370755,"female","female"
"kato_A-21","stanley_kato","kato_A-21","male",3.537427864,4.355131072,7.649049007,9.998393837,"male","male",3.946279468,8.823721422,-4.877441954,"male","male"
"kato_A-22","stanley_kato","kato_A-22","male",3.315523983,3.952889672,7.809372941,9.855696777,"male","male",3.6342068275,8.832534859,-5.1983280315,"male","male"
"kato_A-23","stanley_kato","kato_A-23","female",7.408644983,9.668264293,6.634027269,5.86376465,"female","female",8.538454638,6.2488959595,2.2895586785,"female","female"
"kato_A-24","stanley_kato","kato_A-24","male",3.200494082,4.285336958,8.307732097,9.622466061,"male","male",3.74291552,8.965099079,-5.222183559,"male","male"
"kato_A-25","stanley_kato","kato_A-25","male",3.297329998,4.634944968,8.314222487,9.489793852,"male","male",3.966137483,8.9020081695,-4.9358706865,"male","male"
"kato_A-26","stanley_kato","kato_A-26","male",3.223314971,4.513768477,8.33826016,9.328336553,"male","male",3.868541724,8.8332983565,-4.9647566325,"male","male"
"kato_A-27","stanley_kato","kato_A-27","male",3.454142266,4.668152876,8.300728603,9.694431763,"male","male",4.061147571,8.997580183,-4.936432612,"male","male"
"kato_A-28","stanley_kato","kato_A-28","male",3.454142266,4.788267439,7.574628686,8.578845284,"male","male",4.1212048525,8.076736985,-3.9555321325,"male","male"
"kato_A-29","stanley_kato","kato_A-29","male",3.072412631,4.241978206,8.150342196,9.68302508,"male","male",3.6571954185,8.916683638,-5.2594882195,"male","male"
"kato_A-3","stanley_kato","kato_A-3","male",3.360191728,4.783126598,8.133153102,9.991707149,"male","male",4.071659163,9.0624301255,-4.9907709625,"male","male"
"kato_A-30","stanley_kato","kato_A-30","male",3.336881803,4.55488757,8.274361841,9.717487761,"male","male",3.9458846865,8.995924801,-5.0500401145,"male","male"
"kato_A-31","stanley_kato","kato_A-31","male",3.28963562,4.221263067,8.359676651,9.680004117,"male","male",3.7554493435,9.019840384,-5.2643910405,"male","male"
"kato_A-32","stanley_kato","kato_A-32","female",7.681459044,9.836209648,6.019735857,4.903358743,"female","female",8.758834346,5.4615473,3.297287046,"female","female"
"kato_A-33","stanley_kato","kato_A-33","female",7.83490195,9.921516633,4.859147741,4.559019251,"female","female",8.8782092915,4.709083496,4.1691257955,"female","female"
"kato_A-34","stanley_kato","kato_A-34","female",7.458670348,9.973235544,5.312663859,4.742258914,"female","female",8.715952946,5.0274613865,3.6884915595,"female","female"
"kato_A-35","stanley_kato","kato_A-35","female",7.621873225,9.790061126,5.365176485,4.771292935,"female","female",8.7059671755,5.06823471,3.6377324655,"female","female"
"kato_A-36","stanley_kato","kato_A-36","male",3.143571282,4.717994981,8.321425517,9.888912943,"male","male",3.9307831315,9.10516923,-5.1743860985,"male","male"
"kato_A-37","stanley_kato","kato_A-37","male",3.070625607,4.418588238,8.415786314,9.798379685,"male","male",3.7446069225,9.1070829995,-5.362476077,"male","male"
"kato_A-38","stanley_kato","kato_A-38","male",3.084547756,4.344199958,8.299468907,9.751118017,"male","male",3.714373857,9.025293462,-5.310919605,"male","male"
"kato_A-39","stanley_kato","kato_A-39","male",2.937842876,4.464441632,8.141316466,9.77046242,"male","male",3.701142254,8.955889443,-5.254747189,"male","male"
"kato_A-4","stanley_kato","kato_A-4","male",3.047255506,4.678096442,8.360393823,9.452780572,"male","male",3.862675974,8.9065871975,-5.0439112235,"male","male"
"kato_A-40","stanley_kato","kato_A-40","male",3.059320974,4.780805209,8.433111207,9.212021021,"male","male",3.9200630915,8.822566114,-4.9025030225,"male","male"
"kato_A-41","stanley_kato","kato_A-41","male",3.06993975,4.841915087,8.381094551,9.25161779,"male","male",3.9559274185,8.8163561705,-4.860428752,"male","male"
"kato_A-42","stanley_kato","kato_A-42","male",2.816576046,4.756376707,7.83363625,9.464381033,"male","male",3.7864763765,8.6490086415,-4.862532265,"male","male"
"kato_A-43","stanley_kato","kato_A-43","male",3.181855551,4.839751771,8.114009809,9.312999395,"male","male",4.010803661,8.713504602,-4.702700941,"male","male"
"kato_A-44","stanley_kato","kato_A-44","female",7.278923196,9.529870415,6.118346625,5.242968349,"female","female",8.4043968055,5.680657487,2.7237393185,"female","female"
"kato_A-45","stanley_kato","kato_A-45","male",3.423608713,4.732872108,8.195585144,9.477473189,"male","male",4.0782404105,8.8365291665,-4.758288756,"male","male"
"kato_A-46","stanley_kato","kato_A-46","male",2.817151386,4.369954112,8.218055538,9.665498253,"male","male",3.593552749,8.9417768955,-5.3482241465,"male","male"
"kato_A-47","stanley_kato","kato_A-47","male",3.133990739,4.637066142,8.346188658,9.182966785,"male","male",3.8855284405,8.7645777215,-4.879049281,"male","male"
"kato_A-48","stanley_kato","kato_A-48","female",6.801769797,9.574734717,6.034367273,6.322454253,"female","female",8.188252257,6.178410763,2.009841494,"female","female"
"kato_A-49","stanley_kato","kato_A-49","male",3.26768765,4.632512713,8.282151504,9.391294367,"male","male",3.9501001815,8.8367229355,-4.886622754,"male","male"
"kato_A-50","stanley_kato","kato_A-50","female",5.661030595,8.470169506,7.160199891,6.349789826,"female","female",7.0656000505,6.7549948585,0.310605192,"female","female"
"kato_A-52","stanley_kato","kato_A-52","male",3.080460109,4.999868131,7.866499348,9.550654744,"male","male",4.04016412,8.708577046,-4.668412926,"male","male"
"kato_A-53","stanley_kato","kato_A-53","female",7.46816549,10.03466059,5.69390693,5.083262711,"female","female",8.75141304,5.3885848205,3.3628282195,"female","female"
"kato_A-54","stanley_kato","kato_A-54","male",3.035091489,4.807391195,8.181984049,9.510396677,"male","male",3.921241342,8.846190363,-4.924949021,"male","male"
"kato_A-55","stanley_kato","kato_A-55","male",3.161286635,4.666252393,8.242036471,9.537850995,"male","male",3.913769514,8.889943733,-4.976174219,"male","male"
